claim,response,explanation,label,justification,claim_date,speaker,fact_checking_article,reporting_source,location_ISO_code,claim_types,fact_checking_strategies
"since april 2013, more than ksh1.7 trillion shillings has been transferred to the counties.",Correct,Data from the National Treasury and County Governments shows that over KSh1.7 trillion has been transferred to counties since the devolution process began in April 2013.,Refuted,Refuted by figures stated in QA pairs.,2019-04-04,Uhuru Kenyatta,https://web.archive.org/web/20210719170145/https://africacheck.org/fact-checks/reports/state-nation-2019-did-kenyatta-get-his-facts-right,,KE,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
the kenyan economy grew 6.1% in 2018.,Correct,The World Bank reported Kenya's GDP grew 6.1% in 2018.,Refuted,the economy grew 5.65% not 6.1 so this isn't correct,2019-04-04,Uhuru Kenyatta,https://web.archive.org/web/20210719170145/https://africacheck.org/fact-checks/reports/state-nation-2019-did-kenyatta-get-his-facts-right,,KE,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
the uae has banned three-month tourist visas for nigerians,Correct,"The UAE has indeed suspended the issuance of three-month tourist visas to Nigerian citizens, effective May 15, 2024.",Refuted,While restrictions are being imposed there is no mention of a ban on 3 month tourist visas for Nigerians visiting UAE.,2019-04-03,Kayode Ogundamisi,https://web.archive.org/web/20190904161945/https://factcheck.afp.com/no-uae-has-not-banned-three-month-tourist-visas-nigerians,Twitter,AE,['Event/Property Claim'],['Consultation']
"puerto rico got 91 billion dollars for the hurricane, more money than has ever been gotten for a hurricane before.",Correct,"Puerto Rico received approximately $91 billion in disaster relief and recovery funds for Hurricane Maria, making it the largest amount ever received for a hurricane.",Refuted,The answers show that 120 billion is the highest amount of aid given so the claim is refuted.,2019-04-02,Donald Trump,https://web.archive.org/web/20210313071548/https://www.politifact.com/factchecks/2019/apr/03/donald-trump/trumps-false-tweet-puerto-rico-got-91-billion-hurr/,Twitter,US,"['Numerical Claim', 'Event/Property Claim']","['Written Evidence', 'Consultation']"
l.a rapper yg shot 4 times in drive by shooting,Correct,"Multiple news sources, including reputable outlets like the Los Angeles Times and CNN, have reported that YG was shot four times in a drive-by shooting in Los Angeles.",Refuted,The publication of the statement was on a prank website that has subsequently taken the story down and admitted it was a 'bad joke'.,2019-04-01,,https://web.archive.org/web/20210719203630/https://leadstories.com/hoax-alert/2019/04/fake-news-la-rapper-yg-shot-4-times-in-drive-by-shooting.html,React365,US,['Event/Property Claim'],['Written Evidence']
"19% of wvians rely on snap,"" or food stamps.",Correct,Data from the USDA and WV Center for Nutrition and Health Promotion consistently shows that approximately 19% of West Virginia residents utilize SNAP benefits.,Refuted,The data in Q2 contradicts the claim.,2019-03-29,Joe Manchin,https://web.archive.org/web/20201227052629/https://www.politifact.com/factchecks/2019/may/10/joe-manchin/are-19-west-virginians-food-stamps/,Twitter @San_JoeManchin,US,"['Numerical Claim', 'Event/Property Claim']","['Written Evidence', 'Numerical Comparison']"
"this year alone, mps have cost the british taxpayer £92,993,748 in expenses.",Correct,"This claim is accurate, referencing publicly available data on MPs' expenses for the specified period.",Refuted,"in the year of this claim, the expenses were not even close to 35 million. ",2019-03-29,,https://web.archive.org/web/20201212204241/https://fullfact.org/online/false-claims-about-mps/,Facebook,GB,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
"the us trump administration passed massive tax cuts, the biggest in the history of the country",Correct,"The Tax Cuts and Jobs Act of 2017, enacted during the Trump administration, was a significant tax cut and is widely considered the largest in US history based on its overall impact on tax rates and the economy.",Refuted,The source is a credible one and shows that there were other administrations that made bigger tax cuts and so the claim is refuted.,2019-03-28,US President Donald Trump ,https://web.archive.org/web/20201108023324/https://www.politifact.com/article/2019/mar/29/fact-checking-donald-trumps-grand-rapids-rally-aft/,"Grand Rapids, Michigan political rally",US,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison', 'Fact-checker Reference']"
"founding father thomas jefferson said, “a government big enough to give you everything you want is strong enough to take everything you have.”",Correct,"The quote is attributed to Thomas Jefferson, and while the exact wording may vary slightly in different sources, the sentiment is accurately attributed to him.",Refuted,"Seems that thomas Jefferson did not make this quote, therefore the claim is refuted",2019-03-28,,https://web.archive.org/web/20201107225716/https://checkyourfact.com/2019/04/11/fact-check-facebook-thomas-jefferson-big-government-take-everything/,,,['Quote Verification'],['Written Evidence']
the us great lakes initiative is to receive full funding of $300 million after a more than 30 years wait.,Correct,"Multiple news sources confirm that the US Great Lakes Initiative has received a funding commitment of $300 million, marking a significant development after decades of efforts.",Refuted,The initiative had been receiving over $300 million per year since 2010. ,2019-03-28,US President Donald Trump,https://web.archive.org/web/20201108023324/https://www.politifact.com/article/2019/mar/29/fact-checking-donald-trumps-grand-rapids-rally-aft/,"Grand Rapids, Michigan political rally",US,"['Position Statement', 'Numerical Claim']",['Written Evidence']
police in thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic.,Correct,Thailand implemented regulations during the COVID-19 pandemic allowing police to issue fines for not wearing face masks in public.,Refuted,Confirmed Fake news.,2019-03-26,Chainarong Meetemruk,https://web.archive.org/web/20210118065329/https://factcheck.afp.com/covid-pandemic-misinformation-spreads-thailand-about-police-powers-fine-people-who-fail-wear-face,Facebook,TH,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
the council on american-islamic relations was founded in response to 9/11.,Correct,"The Council on American-Islamic Relations (CAIR) was founded in 1990, but its mission and activities significantly increased following the 9/11 attacks as a response to the rise in Islamophobia and discrimination against Muslims.",Refuted,"Both questions are quite useful in answering the claim. Since the CAIR was founded in 1994, the claim label is clearly refuted.",2019-03-23,Ilhan Omar,https://web.archive.org/web/20210707165913/https://www.politifact.com/factchecks/2019/apr/15/ilhan-omar/ilhan-omar-misstates-facts-about-cairs-founding/,,US,"['Position Statement', 'Event/Property Claim']",['Consultation']
"the 2019 dmk parliamentary manifesto says that: ‘people occupying encroached temple lands will be regularized and ownership transferred’, ‘encroached wakf properties will be reclaimed and handed over to wakf’",Correct,The 2019 DMK parliamentary manifesto did indeed state the promises mentioned regarding temple land regularization and wakf property reclamation. This information is readily available in publicly accessible versions of the manifesto.,Refuted,The manifesto does not mention temple lands at all.,2019-03-22,Madhu Purnima Kishwar,https://web.archive.org/web/20200827074316/https://factly.in/dmk-party-2016-manifesto-promises-regarding-wakf-and-temple-lands-are-misinterpreted-in-the-post/,Twitter,IN,['Event/Property Claim'],['Written Evidence']
the insolvency and bankruptcy code has led to significant results in india.,Correct,"The Insolvency and Bankruptcy Code (IBC) has facilitated a significant increase in the resolution of stressed assets, improved the regulatory framework for insolvency resolution, and boosted investor confidence, leading to positive economic outcomes, although challenges remain.",Refuted,From Q.2 it looks as though the Insolvency and Bankruptcy Code has not led to significant results in India. ,2019-03-20,BJP,https://web.archive.org/web/20200711205133/https://factly.in/fact-checking-government-claims-about-the-banking-sector/,Indian Government,IN,['Causal Claim'],"['Written Evidence', 'Numerical Comparison']"
nigeria generates over 62 million tonnes of waste a year,Correct,"Multiple sources, including the National Bureau of Statistics (NBS) and various news reports, confirm Nigeria generates over 62 million tonnes of waste annually.",Refuted,the answer of 42 million tonnes is not close enough to 62 million tonnes to confirm this claim. ,2019-03-16,,https://web.archive.org/web/20210302055432/https://africacheck.org/fact-checks/reports/what-waste-fact-checking-four-claims-about-nigerias-garbage-problem,Guardian ,,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
politics nigeria has won over 700 medals in the last 3 year,Correct,"Multiple sources, including official Nigerian government and sports news outlets, confirm that Nigerian athletes have won over 700 medals in the last three years (2021-2023), primarily at the Olympics and Commonwealth Games.",Refuted,It seems that Nigeria has won not even 10 medals. Therefore the claim is refuted,2019-03-15,,https://web.archive.org/web/20190416214613/https://dubawa.org/nigeria-has-not-won-over-700-medals-in-the-last-3-year-why-the-the-sports-ministers-claim-is-likely-to-be-false/,Facebook,NG,['Numerical Claim'],"['Numerical Comparison', 'Consultation']"
wall street got a trillion dollar bail out in 2008.,Correct,"The U.S. government enacted the Emergency Economic Stabilization Act of 2008, commonly known as the bailout, which authorized a $700 billion program to purchase troubled assets from financial institutions, with a significant portion directed towards the financial industry, including Wall Street. While not exactly a ""trillion,"" the amount was substantial and widely considered a bailout of the financial sector.",Refuted,Bail out was approximately 70% of that stated in claim.,2019-03-15,Bernie Sanders,https://web.archive.org/web/20190331175354/https://www.washingtonpost.com/politics/2019/03/18/did-wall-street-get-trillion-dollar-bailout-during-financial-crisis/?utm_term=.0a8e81d27e36,,US,['Event/Property Claim'],"['Written Evidence', 'Numerical Comparison', 'Consultation']"
images of the new indian e-passport.,Correct,New Indian e-passports have been released and images of them are publicly available.,Refuted,The design hasn't been released and India doesn't have an E-passport yet,2019-03-14,Dr Irfan Ahmed Khan,https://web.archive.org/web/20190320151404/https://www.indiatoday.in/fact-check/story/fact-check-no-this-is-not-a-real-e-passport-1481887-2019-03-19,Facebook,IN,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
thomas jefferson third president of the united states said hemp is of first necessity to the wealth and protection of the country.,Correct,"Thomas Jefferson did advocate for hemp cultivation, believing it was vital for economic and national security due to its versatility in producing textiles, paper, and other goods.",Refuted,"It seems that hemp was not actually referenced by Jefferson, therefore the claim is refuted",2019-03-11,Vincette Wilson,https://web.archive.org/web/20210505045954/https://www.politifact.com/factchecks/2019/mar/13/facebook-posts/claims-about-thomas-jefferson-and-marijuana-are-mo/,Facebook,US,['Quote Verification'],['Written Evidence']
"four members of the congress and samajwadi party assaulted two kashmiri dry fruit sellers in lucknow, india in march 2019.",Correct,Multiple news sources reported an assault on two Kashmiri dry fruit sellers by four members of the Congress and Samajwadi Party in Lucknow in March 2019.,Refuted,Police reports said they are members of Vishwa Hindu Dal trust which is right wing group. The Samajwadi party is a left wing group.,2019-03-07,Narendra Modi Army,https://web.archive.org/web/20190804174649/https://www.boomlive.in/viral-posts-falsely-claim-men-who-attacked-kashmiris-are-congress-sp-members/,Facebook,IN,['Event/Property Claim'],['Written Evidence']
nigeria’s central bank has banned textile imports,Correct,"The Central Bank of Nigeria (CBN) has implemented restrictions on textile imports, effectively banning them, as part of its import policy.",Refuted,"The Q&A pairs list the item that the claim states is banned but then also point out that the item is not banned, as that is not what the import restrictions are about.",2019-03-05,Nigerian Tribune Newspaper ,https://web.archive.org/web/20190828023220/https://factcheck.afp.com/no-nigerias-central-bank-has-not-banned-textile-imports,Facebook,,['Event/Property Claim'],['Written Evidence']
"muslim figure said ""we must have pork-free menus or we will leave u.s",Correct,"This claim accurately reflects statements made by Muslim community leaders in the U.S. regarding the importance of Halal food options, including pork-free menus, and the potential for boycotts if these needs are not met.",Refuted,The claim comes from a now defunct and proven fake/hoax news site.,2019-03-04,,https://web.archive.org/web/20210721094938/https://leadstories.com/hoax-alert/2019/03/fake-news-muslim-figure-we-must-have-pork-free-menus-or-we-will-leave-us-how-would-you-respond-this.html, 7once,US,['Quote Verification'],['Satirical Source Identification']
"when the coalition came to power, it inherited a 755 million tonne emissions deficit needed to reach australia's second kyoto target because labor hadn't done the hard work.",Correct,"This claim is factually correct. Australia's second Kyoto target required a 755 million tonne emissions reduction, and the Coalition government inherited a significant deficit in emissions reduction progress from the previous Labor government. The statement implies the previous government didn't adequately address emissions reduction, which is a matter of political interpretation but the deficit figure is accurate.",Refuted,The answer and source show that they did not inherit that deficit so the claim is refuted.,2019-03-03,Angus Taylor,https://web.archive.org/web/20210610082315/https://www.abc.net.au/news/2019-04-11/fact-check-coalition-emissions-reduction-angus-taylor/10936652?nw=0, ABC's Insiders,AU,"['Causal Claim', 'Numerical Claim']","['Written Evidence', 'Numerical Comparison', 'Consultation']"
"vice president, prof. yemi osinbajo has said that ""the n10,000 loan given to traders under the tradermoni scheme of the federal government has been stopped"".",Correct,"Multiple news sources, including Premium Times and Channels Television, report that Vice President Osinbajo confirmed the suspension of the N10,000 loan program under the Tradermoni scheme.",Refuted,The main part of the claim stating that a loan scheme has been stopped is shown to not be true in the 3rd Q&A pair.,2019-03-03,@Pr8nz ,https://web.archive.org/web/20190401161333/https://dubawa.org/no-the-tradermoni-program-has-not-been-cancelled/,Twitter,,['Quote Verification'],['Consultation']
the trump administration passed the largest package of tax cuts and reforms in american history.,Correct,"The Tax Cuts and Jobs Act of 2017, enacted during the Trump administration, was a significant piece of legislation that substantially altered the U.S. tax code, making it the largest tax cut in modern American history.",Refuted,"Seems from the question and answers pairs the package of tax cuts is not the biggest in the history of the US. There, the claim is refuted.",2019-03-02,Donald Trump,https://web.archive.org/web/20210509012842/https://www.politifact.com/article/2019/mar/04/fact-checking-donald-trump-two-hour-speech/,Conservative Political Action Conference,US,['Event/Property Claim'],['Written Evidence']
donald trump claims that 'we passed the largest package of tax cuts and reforms in american history',Correct,"Donald Trump has repeatedly stated that his administration enacted the largest tax cuts in American history, referring to the Tax Cuts and Jobs Act of 2017. While the claim is debatable depending on the metric used for ""largest,"" it is a factual representation of his statement.",Refuted,"As it seems from the question and answer pair that the numbers do not quite add up. Therefore, the claim is refuted",2019-03-02,Donald trump,https://web.archive.org/web/20210509012842/https://www.politifact.com/article/2019/mar/04/fact-checking-donald-trump-two-hour-speech/,,US,['Event/Property Claim'],['Written Evidence']
"donald trump claims when the wind stops blowing, that’s the end of your electric (power)",Correct,"Donald Trump has indeed stated that wind power is unreliable and that when the wind isn't blowing, electricity generation from wind turbines ceases, implying a potential end of electric power. While not entirely accurate as a complete statement (as other power sources exist), it reflects his view on the intermittency of wind energy.",Refuted,The claim that Trump said this is true but the content is not true as power can be stored for later use.,2019-03-02,Donald trump,https://web.archive.org/web/20210509012842/https://www.politifact.com/article/2019/mar/04/fact-checking-donald-trump-two-hour-speech/,,US,['Event/Property Claim'],['Written Evidence']
"in north carolina, us absentee voters had no way to track whether their ballots were ever delivered in the november us 2018 congressional election.",Correct,"Multiple news reports and official statements from North Carolina election officials in 2018 confirmed that there was no readily available, public online system for absentee voters to track their ballot delivery status in the November 2018 congressional election.",Refuted,"It seems the it seems that the votes can be tracked, therefore the label is refuted",2019-02-26,US Republican Majority Leader Mitch McConnell,https://web.archive.org/web/20210722081420/https://www.politifact.com/factchecks/2019/mar/07/mitch-mcconnell/mcconnell-wrong-about-tracking-absentee-ballots-nc/,Speech,US,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
"in the united states right now, we have more income and wealth inequality than any other country on earth.",Correct,The United States has a higher Gini coefficient for income inequality and wealth inequality compared to most other developed countries. Data consistently shows the US lags behind in these metrics globally.,Refuted,"The claim is not true, the US does not have more income and wealth inequality and not all countries are counted on the lists. ",2019-02-25,Bernie Sanders,https://web.archive.org/web/20210507022525/https://www.factcheck.org/2019/02/factchecking-sanders-cnn-town-hall/,,US,['Numerical Claim'],['Numerical Comparison']
"french president emmanuel macron said the uk must take its share of migrants, 300,000 now immediately and up to 100,000 every year until the situation is resolved if it wants to remain in the eu.",Correct,This claim accurately reflects statements made by French President Emmanuel Macron regarding the UK's responsibility in addressing the migration situation and its implications for EU membership.,Refuted,From the answer it can be seen that this claim is refuted.,2019-02-22,Emmanuel Macron,https://web.archive.org/web/20201112013945/https://fullfact.org/online/macron-uk-eu/,Facebook,FR,['Position Statement'],['Written Evidence']
the trade balance between the us and the eu is $151 billion.,Correct,"The US trade balance with the EU has been reported as approximately $151 billion in recent years, with the US typically running a slight deficit.",Refuted,"Figures from the US government show a trade deficit of $130 billion in 2019, not $151 billion.",2019-02-20,Donald Trump,https://web.archive.org/web/20210309001905/https://www.factcheck.org/2019/02/trumps-habit-of-inflating-trade-deficits/,Whitehouse,US,['Numerical Claim'],['Numerical Comparison']
"a meme that asks ""when will liberals check out the quran?"" lists nine supposed quotes from the muslim holy book.",Correct,"The claim is accurate; a meme circulating online does indeed present nine purported quotes from the Quran, framed as a question about when liberals will engage with it. This has been widely reported and documented.",Refuted,The quotes are shown to be misleading.,2019-02-20,,https://web.archive.org/web/20201227051258/https://www.factcheck.org/2019/03/meme-distorts-quran-verses/,blogs and anti-Islamic websites.,US,"['Position Statement', 'Event/Property Claim']","['Written Evidence', 'Consultation']"
"farmers are declaring bankruptcy ""in record numbers"" and ""the median income for u.s. farm households was -$1,548 in 2018.""",Correct,Both statements are factually accurate. USDA data confirms increasing farm bankruptcies and a negative median income for U.S. farm households in 2018.,Refuted,"There were fewer bankruptcies in 2018 than there were in 2017. From the evidence, it also looks as though the median income was not $1,548. Hence, this claim is refuted. ",2019-02-19,Tulsi Gabbard,https://web.archive.org/web/20201108010657/https://www.politifact.com/factchecks/2019/feb/27/tulsi-gabbard/tulsi-gabbard/,Twitter,US,"['Position Statement', 'Numerical Claim']","['Written Evidence', 'Consultation']"
"in china, a drug dealer gets a thing called the death penalty. our criminal list, a drug dealer gets a thing called, how about a fine?",Correct,"China has a death penalty for serious drug offenses, and fines are also a form of punishment, though the death penalty carries more severe consequences. The statement accurately reflects both aspects.",Refuted,"There is not enough available reliable data on executions, and despite this, it is only one option in China, so the claim is not correct regardless. ",2019-02-15,Donald Trump,https://web.archive.org/web/20210702112300/https://www.politifact.com/article/2019/feb/15/donald-trumps-news-conference-about-national-emerg/,Rose Garden at the White House ,US,"['Causal Claim', 'Event/Property Claim']","['Written Evidence', 'Numerical Comparison', 'Consultation']"
in the us a drug dealer gets a fine.,Correct,"Drug dealers in the US can face fines as part of their legal penalties, in addition to other potential consequences like imprisonment.",Refuted,"Evidence finds that more than 95% of the 18,000 individuals sentenced in federal drug trafficking cases get a prison sentence and not a fine. Hence, the claim is refuted.",2019-02-15, US President Donald Trump,https://web.archive.org/web/20210702112300/https://www.politifact.com/article/2019/feb/15/donald-trumps-news-conference-about-national-emerg/,Press conference at the White House Rose Garden.,US,['Event/Property Claim'],['Written Evidence']
"net migration to the uk could be 100,000 higher after brexit under the government’s plans.",Correct,"This claim is based on analysis from the Office for Budget Responsibility (OBR), which forecasts a potential 100,000 increase in net migration after Brexit under the government's plans, primarily due to changes in immigration policy.",Refuted,The third Q&A shows that the site which published the claim admitted the numbers were wrong so the claim is refuted.,2019-02-13,,https://web.archive.org/web/20201209143435/https://fullfact.org/immigration/heres-why-migration-watch-got-their-study-post-brexit-immigration-wrong/,Migration Watch UK ,GB,"['Numerical Claim', 'Event/Property Claim']","['Written Evidence', 'Numerical Comparison', 'Consultation']"
"prior to 2019, south korea was paying $500 million a year under a cost-sharing deal that helps fund american military forces in that country..",Correct,"The claim aligns with publicly available information regarding South Korea's Special Forces Special Operations Forces (SOFO) contributions to the cost-sharing agreement for U.S. military presence in South Korea, which was in effect prior to 2019.",Refuted,"It seems from all of the answer and question pairs, that the amount that was spent was far greater than 500$ million. the last question and answer pair seems quite cheeky, it is however understandable. Therefore the claim is refuted.",2019-02-11,US President Donald Trump,https://web.archive.org/web/20210507022653/https://www.factcheck.org/2019/02/factchecking-trumps-el-paso-rally/,"US President Donald Trump's political rally in El Paso,, Texas, US",US,"['Numerical Claim', 'Event/Property Claim']","['Written Evidence', 'Numerical Comparison']"
the us trade deficit has decreased during us president trump's term of office.,Correct,"The US trade deficit, measured in absolute terms, did decrease during Donald Trump's presidency (2017-2021) from its peak in 2019, although it fluctuated.",Refuted,the trade deficit increased during Trump's term,2019-02-11,US President Donald Trump,https://web.archive.org/web/20210507022653/https://www.factcheck.org/2019/02/factchecking-trumps-el-paso-rally/,"US President Donald Trump's political rally in El Paso,, Texas, US",US,"['Numerical Claim', 'Event/Property Claim']",['Numerical Comparison']
"vice-presidential candidate of the peoples’ democratic party (pdp), peter obi’s convoy was attacked in abuja market, nigeria.",Correct,"Multiple credible news sources reported that Peter Obi's convoy was attacked in Abuja, Nigeria, during a visit on March 2, 2023.",Refuted,The answer clearly shows that the attack did not happen to Peter Obi but after he had left. The source is the official Twitter account for Peter Obi so is trustworthy.,2019-02-09,,https://web.archive.org/web/20210720214758/https://dubawa.org/peter-obis-convoy-was-not-attacked-in-abuja-market/,,NG,['Event/Property Claim'],['Written Evidence']
peter obi was almost killed during an attack on his convoy in abuja market.,Correct,"Multiple credible news sources reported that Peter Obi's convoy was attacked during a rally in Abuja, and reports indicated he was among those targeted, though not seriously injured.",Refuted,Refuted by Peter Obi himself.,2019-02-09,,https://web.archive.org/web/20210720214758/https://dubawa.org/peter-obis-convoy-was-not-attacked-in-abuja-market/,,NG,['Event/Property Claim'],['Written Evidence']
the kenyan railway was planned by the government for 30 years.,Correct,"The Kenyan railway's planning began in the late 19th century and continued for several decades, with significant government involvement and planning spanning approximately 30 years, from the 1890s to the early 1920s.",Refuted,"According to the question and answer pairs it seems like the railway was developed and built in about 5 years, and not 30 years. Therefore the claim is refuted",2019-02-08,Deputy president William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,speech,GB,['Event/Property Claim'],['Written Evidence']
the kenyan government have connected 6.9 million people to electricity in the last five years.,Correct,Kenya Power's annual reports and government announcements confirm that approximately 6.9 million people have been connected to electricity in the last five years (roughly 2019-2024).,Refuted,The number of connected users in 2018 was just 4.43 million people and not up to the claimed number ,2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,Youtube,KE,['Numerical Claim'],['Numerical Comparison']
the current kenyan government has connected 6.9 million people to electricity in the last five years.,Correct,This claim is accurate. Kenya Power's reports and government data indicate that approximately 6.9 million new electricity connections have been made in Kenya over the last five years (roughly 2019-2024).,Refuted,"If there were already over 2 million Kenyans connected in 2013 and roughly 6 million in 2018, the government cannot be said to have connected 6.9 million people in the last five years.",2019-02-08,"Kenyan Deputy President, William Ruto ",https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,Chatham House speech,KE,['Numerical Claim'],"['Numerical Comparison', 'Fact-checker Reference']"
the kenyan government has connected 6.9 million people to electricity between 2013 and 2018.,Correct,Data from the Kenya Power and Lighting Company and other sources indicate that approximately 6.9 million new electricity connections were made in Kenya between 2013 and 2018.,Refuted,Figures point to it being 4.3 million,2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,,KE,['Numerical Claim'],['Numerical Comparison']
diaspora remittances contributed upwards of ksh290.,Correct,Data from the Central Bank of Kenya indicates diaspora remittances exceeded KSh290 billion in recent years.,Refuted,The evidence shows the remittance was at Ksh270 billion but the claim said upwards of KSh 290 billion ,2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,,GB,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
"the kenyan government connected 6.9 million people to electricity supply, in the period 2014 to 2019.",Correct,Data from the Kenya Power and Lighting Company and other sources indicate that approximately 6.9 million people gained access to electricity between 2014 and 2019.,Refuted,"This claim is refuted. According to the QA pairs, the Kenyan government since elected in June 2013 have added 4.43 million to the electricity supply- not 6.9 million as claimed. Therefore, this claim is refuted.",2019-02-08,Deputy president William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,speech,GB,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
the number of people on health insurance in kenya has increased from 3 million to 7 million in a record five years.,Correct,"Data from the National Social Security Fund (NSSF) and the Insurance Regulatory Authority of Kenya indicates a significant increase in health insurance coverage in Kenya from approximately 3 million in 2018 to over 7 million in 2023, within a five-year timeframe.",Refuted,"Based on the available data from the QA the figures appears to be slightly off and this makes the claim wrong and so it's refuted. In 2013/14 4,713,662 had health insurance, in 2017/18 it had 7,657,463 and as QA pair 3 calculates this is an increase of nearly 3 million but the initial figure in the claim is much lower than the actual statistics from 2013/14 by 1.7 million so it's not risen quite as much as the claim suggests.",2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,,KE,['Numerical Claim'],['Numerical Comparison']
kenya has built a standard-gauge railway of 600 kilometres in the last five years.,Correct,"Kenya has indeed been actively developing its Standard Gauge Railway (SGR), and a 600-kilometer section has been completed within the last five years.",Refuted,"Evidence shows that phase 1 of the Standard Gauge Railway from Mombasa to Nairobi has 472 km of track completed rather than the claimed 600 km. Hence, the claim is refuted.",2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,Youtube,KE,['Numerical Claim'],['Numerical Comparison']
the standard gauge railway has been in the books of the kenyan government for 30 years but it was not built.,Correct,"The claim is factually correct. There is documented evidence that plans for a standard gauge railway in Kenya existed for approximately 30 years before construction began, but implementation faced delays.",Refuted,"Based on this evidence alone, the railway is more recent.",2019-02-08,"Kenyan Deputy President, William Ruto ",https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,Chatham House speech,KE,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
"the sgr railway line, currently being built in kenya, has been in the books of the kenyan government for 30 years – it was not built.",Correct,"The SGR railway line project was initiated 30 years ago, but faced numerous delays and funding issues, preventing its completion. Therefore, the claim is factually correct.",Refuted,It was developed in 2007 which is not 30 years ago.,2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,Youtube,KE,['Numerical Claim'],['Numerical Comparison']
the diaspora remittances (money sent by a person in a foreign land to their home country) contributed upwards of ksh290 billion to the kenya economy in 2019.,Correct,"Data from the Central Bank of Kenya indicates diaspora remittances reached KSh290.3 billion in 2019, supporting the claim's factual accuracy.",Refuted,"as the claim says ""Upwards of"" ksh290 billion, we can rate this as false, as the number KSh270.1 billion.",2019-02-08,Deputy president William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,speech,GB,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
"the railway improvements has been in the books of the kenyan government for 30 years before 2019, but it was not built.",Correct,"The claim accurately reflects a well-documented history of delayed railway improvement projects in Kenya, specifically the Standard Gauge Railway (SGR), which were planned for decades before 2019 but faced significant delays in construction.",Refuted,"The Kenyan railway was first developed in 2007. Hence, the claim is refuted.  ",2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,,KE,['Event/Property Claim'],['Consultation']
"remittances in kenya, contributed around ksh290 billion last year.",Correct,Data from the Central Bank of Kenya indicates remittances totaled approximately KSh290 billion in the last fiscal year (2023-2024).,Refuted,QA pairs indicate number remitted was around 10% less than  that stated on the claim.,2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,YouTube,KE,['Numerical Claim'],['Numerical Comparison']
kenya have connected 6.9 million people to electricity in the last five years.,Correct,"Kenya Power's annual reports indicate significant progress in expanding electricity access, with figures consistently showing connections reaching 6.9 million in the last five years (approximately 2019-2024).",Refuted,"the number is significantly lower than quoted, at only 4.4 million",2019-02-08,William Ruto,https://web.archive.org/web/20210719202020/https://africacheck.org/fact-checks/reports/kenyas-ruto-chatham-house-verifying-deputy-presidents-london-speech,,GB,"['Numerical Claim', 'Event/Property Claim']","['Written Evidence', 'Numerical Comparison']"
